-0.037069872	-0.06386436	0.01942938	-0.05000052	-0.06530222	0.026373656	-0.123013966	-0.005306664	-0.09499039	0.107821055	-0.058848847	-0.08408411	-0.0050804755	0.06931368	0.0071664006	0.036301564
-0.04467259	-0.15846094	0.14054827	-0.0974733	-0.12958044	0.14123543	-0.2469547	0.10524375	0.020914998	0.18649074	-0.15076539	-0.146554	-0.12498593	0.19370057	-0.0972053	0.1368345
-0.1682422	-0.21525761	0.2951375	-0.29655945	-0.31559205	0.17597395	-0.3734895	0.15761948	0.03992753	0.3153648	-0.23175277	-0.26544145	-0.15592948	0.3406815	-0.22083017	0.27901468
0.55895525	0.593706	-0.69127476	0.68360895	0.731231	-0.55223864	0.5577277	-0.51960737	-0.53572774	-0.40774602	0.71760976	0.7501728	0.6701377	-0.8204726	0.65671676	-0.7001447
-0.03697449	-0.03784767	-0.031496055	0.0392753	-0.021377707	-0.02684456	-0.09180621	0.022192014	-0.0556173	0.05565405	-0.00025072586	-0.036443327	0.038124856	-0.035933997	-0.036515974	0.027653351
0.018199462	-0.0606048	-0.003609524	-0.06824966	-0.06367938	0.040414274	-0.061784286	0.018076194	-0.078334175	0.07403462	-0.045979008	-0.02879217	0.05016561	0.06215023	-0.042945232	0.057168934
0.44242668	0.5706096	-0.5484799	0.61070573	0.5552222	-0.48741072	0.4320572	-0.5385182	-0.47425416	-0.3298568	0.56541675	0.59598744	0.55010766	-0.6409617	0.5499101	-0.6430936
-0.08136194	-0.058508687	0.091054	-0.08144421	-0.050089985	0.08269854	-0.11262559	0.09242561	0.0070063616	0.07156387	-0.024245765	-0.09427011	-0.07086803	0.023019638	-0.023923296	0.09022161
0.52805305	0.5318661	-0.56628186	0.5926145	0.63758373	-0.57701063	0.46687466	-0.48860443	-0.5123636	-0.34199148	0.61038226	0.59486383	0.582796	-0.7149733	0.60001296	-0.6095766
-0.0053415066	-0.06275183	0.045435283	-0.05122214	-0.080862574	0.028113058	-0.101583995	0.049491733	0.017976195	0.08803262	-0.10454804	-0.10015179	-0.039626427	0.08461489	-0.03766844	0.03898033
0.53558356	0.62607825	-0.64247113	0.7329692	0.720969	-0.57908136	0.48531133	-0.5854184	-0.6366157	-0.40067488	0.63102293	0.7615065	0.63205594	-0.7327913	0.676636	-0.74119985
-0.17498098	-0.2036225	0.25369543	-0.2340702	-0.23379831	0.17942259	-0.1883613	0.21540615	0.18184002	0.21801692	-0.24826713	-0.23631942	-0.24598011	0.21085198	-0.20373367	0.21616617
-0.3286201	-0.4074932	0.53987217	-0.53429	-0.54962283	0.44953528	-0.5741421	0.38398102	0.30543503	0.44130087	-0.50871456	-0.5669097	-0.46361402	0.55974704	-0.51051027	0.58328825
0.24286	0.3301212	-0.33633715	0.3341317	0.35461983	-0.2794982	0.21694644	-0.23615794	-0.22145094	-0.24339461	0.3423847	0.3977346	0.3385032	-0.40677774	0.28328308	-0.32581457
0.037265625	-0.045506798	0.037931666	-0.016226389	-0.026058307	-0.0512343	-0.07457263	0.032196756	-0.074730724	0.043302514	0.012806354	0.0040533287	0.03796258	-0.018770281	0.03853119	0.019872531
-0.04385504	-0.03956832	0.0740709	-0.06740452	-0.063880526	0.05468049	-0.08795716	0.038481854	0.008462716	0.029859398	-0.040189683	-0.03066534	-0.005257134	-0.0047726617	-0.043657124	0.055490494
